,MK,MKH,Kb,Ka,cont
ENSG00000281307,0,0,0,0,0
ENSG00000222945,0,0,0,0,0
ENSG00000280133,0,0,0,0,0
ENSG00000265835,0,0,0,0,0
ENSG00000265837,0,0,0,0,0
ENSG00000277727,0,0,0,0,0
ENSG00000223116,0,0,0,0,0
ENSG00000279618,0,0,0,0,0
ENSG00000278187,0,0,0,0,0
ENSG00000264768,0,0,0,0,0
ENSG00000223119,0,0,0,0,1
ENSG00000274264,0,0,0,0,0
ENSG00000264766,0,0,0,0,0
ENSG00000274743,0,0,0,0,0
ENSG00000274877,300,158,397,353,276
ENSG00000264861,0,0,0,0,0
ENSG00000280662,3,0,0,0,0
ENSG00000264045,0,0,0,0,0
ENSG00000275755,0,0,0,0,0
ENSG00000273288,0,0,0,0,0
ENSG00000281272,0,0,0,0,0
ENSG00000281662,0,1,0,1,4
ENSG00000275892,0,0,0,0,0
ENSG00000278560,0,0,0,0,0
ENSG00000221236,0,0,0,0,0
ENSG00000221237,0,0,0,0,0
ENSG00000221234,0,0,0,0,0
ENSG00000221235,0,0,0,0,0
ENSG00000221232,0,0,0,0,0
ENSG00000221233,1,0,1,0,1
ENSG00000186400,0,0,0,0,0
ENSG00000263686,0,0,0,0,0
ENSG00000263689,0,0,0,0,0
ENSG00000216102,0,0,0,0,0
ENSG00000278947,2,2,0,3,1
ENSG00000221401,0,0,0,0,0
ENSG00000251899,0,0,0,0,0
ENSG00000225892,68,95,70,80,51
ENSG00000266406,0,0,0,0,0
ENSG00000266400,0,0,0,0,0
ENSG00000266403,0,0,0,0,0
ENSG00000277326,0,0,0,0,0
ENSG00000278014,0,0,0,0,0
ENSG00000278015,0,0,0,0,0
ENSG00000274983,1,2,3,2,7
ENSG00000257583,0,0,0,0,0
ENSG00000252471,0,0,0,0,0
ENSG00000252748,0,0,0,0,0
ENSG00000221644,0,0,0,0,0
ENSG00000274812,0,0,0,0,0
ENSG00000274815,0,0,0,0,0
ENSG00000231774,0,0,0,0,0
ENSG00000265610,0,0,0,0,0
ENSG00000275073,0,0,0,0,0
ENSG00000274573,0,0,0,0,0
ENSG00000275077,0,0,0,0,1
ENSG00000266678,0,0,0,0,0
ENSG00000274388,0,0,0,0,0
ENSG00000274389,0,0,0,0,0
ENSG00000223700,4,0,0,0,0
ENSG00000274035,0,0,0,0,0
ENSG00000276852,1,0,2,1,6
ENSG00000273563,0,0,0,0,0
ENSG00000221126,0,0,0,0,0
ENSG00000229702,0,0,0,0,0
ENSG00000221123,0,0,0,0,0
ENSG00000274433,0,0,0,0,0
ENSG00000265186,0,0,0,0,0
ENSG00000238553,0,0,0,1,0
ENSG00000274431,0,0,0,0,0
ENSG00000278227,0,0,0,0,0
ENSG00000266739,0,0,0,0,0
ENSG00000265238,0,0,0,0,0
ENSG00000265239,0,0,0,2,7
ENSG00000266526,0,0,0,0,0
ENSG00000222864,0,0,0,0,0
ENSG00000222133,0,2,0,1,0
ENSG00000263630,0,0,0,0,1
ENSG00000278225,0,0,0,0,0
ENSG00000264155,0,0,0,0,0
ENSG00000216027,0,0,0,0,0
ENSG00000216020,0,1,0,2,0
ENSG00000216022,0,0,0,0,0
ENSG00000211556,0,0,0,0,0
ENSG00000211553,9,9,24,15,11
ENSG00000280976,0,0,0,0,0
ENSG00000257061,0,0,0,0,0
ENSG00000278064,0,0,0,0,0
ENSG00000278067,0,0,0,0,0
ENSG00000264103,0,0,0,0,0
ENSG00000232018,0,0,0,1,0
ENSG00000281532,0,0,0,0,0
ENSG00000238827,0,0,0,0,0
ENSG00000238826,0,1,0,0,0
ENSG00000238823,0,0,1,0,0
ENSG00000273170,0,0,1,7,1
ENSG00000274991,3,7,1,3,9
ENSG00000274992,0,0,1,0,0
ENSG00000276239,0,0,0,0,0
ENSG00000265686,0,0,0,0,0
ENSG00000275220,0,0,0,0,0
ENSG00000274182,0,0,0,0,0
ENSG00000265416,0,0,0,0,0
ENSG00000265412,0,0,0,0,0
ENSG00000274179,0,0,0,0,0
ENSG00000265419,0,0,0,0,0
ENSG00000266293,0,0,0,0,0
ENSG00000273985,0,0,0,0,0
ENSG00000226958,5,8,7,4,27
ENSG00000263810,0,0,0,0,0
ENSG00000221095,0,0,0,0,0
ENSG00000280945,0,0,0,0,0
ENSG00000280947,0,0,0,0,0
ENSG00000280942,0,0,0,0,0
ENSG00000277622,0,0,0,0,0
ENSG00000278297,0,0,0,0,0
ENSG00000281286,0,0,0,0,0
ENSG00000264327,0,0,0,1,0
ENSG00000251969,0,0,0,0,0
ENSG00000251963,1,0,0,0,0
ENSG00000252432,0,0,0,0,0
ENSG00000265473,0,0,0,0,0
ENSG00000281260,0,0,0,0,0
ENSG00000276018,0,0,0,0,0
ENSG00000273751,0,0,0,0,0
ENSG00000273754,0,0,0,0,0
ENSG00000264976,0,0,0,0,0
ENSG00000264412,0,0,0,0,0
ENSG00000232224,5,19,19,64,7
ENSG00000265711,0,0,0,0,0
ENSG00000277839,1,2,0,8,1
ENSG00000277838,0,0,0,0,0
ENSG00000274564,0,0,0,0,0
ENSG00000263820,17,8,24,13,14
ENSG00000273631,0,0,0,0,1
ENSG00000273638,0,0,0,0,0
ENSG00000278628,0,0,0,0,0
ENSG00000238909,0,0,0,0,0
ENSG00000276285,0,0,0,0,0
ENSG00000276280,0,0,0,0,0
ENSG00000264248,0,0,0,0,0
ENSG00000222548,0,0,0,0,0
ENSG00000238660,0,0,0,0,0
ENSG00000222545,0,0,1,1,2
ENSG00000280957,0,0,0,0,0
ENSG00000266485,0,0,0,0,0
ENSG00000266481,0,0,0,0,0
ENSG00000266482,1,0,2,1,0
ENSG00000266483,0,0,0,0,0
ENSG00000212094,0,0,0,0,0
ENSG00000212095,0,0,0,0,0
ENSG00000212091,0,0,0,0,0
ENSG00000212093,1,0,1,0,1
ENSG00000212098,0,0,0,0,0
ENSG00000212099,0,0,0,0,0
ENSG00000215960,0,0,0,0,0
ENSG00000263995,1,1,0,1,0
ENSG00000263660,21,13,19,23,21
ENSG00000221179,0,0,0,0,0
ENSG00000221178,0,0,0,0,0
ENSG00000221174,6,1,3,0,3
ENSG00000221170,0,0,0,0,0
ENSG00000221173,0,0,0,0,0
ENSG00000221172,0,0,0,0,0
ENSG00000281802,0,0,1,0,0
ENSG00000281807,0,0,0,0,0
ENSG00000279866,21,45,46,48,52
ENSG00000280074,0,0,0,0,0
ENSG00000265167,0,0,0,0,0
ENSG00000274088,0,0,0,0,0
ENSG00000274622,1,1,0,1,1
ENSG00000265169,0,0,0,0,0
ENSG00000274302,1,0,0,0,0
ENSG00000274304,0,0,0,0,0
ENSG00000276198,0,1,0,2,6
ENSG00000273653,2,0,0,0,1
ENSG00000278680,0,0,0,0,0
ENSG00000272188,0,0,0,0,0
ENSG00000276224,0,0,0,0,0
ENSG00000275556,0,0,0,0,0
ENSG00000275554,0,0,0,1,0
ENSG00000265108,0,0,0,0,0
ENSG00000265109,0,0,0,0,0
ENSG00000274683,0,0,0,0,0
ENSG00000231121,2,21,13,18,6
ENSG00000263463,0,0,0,0,0
ENSG00000263462,0,0,0,0,0
ENSG00000221354,0,0,0,0,0
ENSG00000273683,0,0,0,0,0
ENSG00000250355,0,0,0,0,0
ENSG00000221379,0,0,0,0,0
ENSG00000221378,0,0,0,0,0
ENSG00000221373,0,0,0,0,0
ENSG00000221372,0,0,0,0,0
ENSG00000221377,0,0,0,0,0
ENSG00000221376,4,1,0,0,0
ENSG00000221374,0,0,0,0,0
ENSG00000221351,0,0,0,0,0
ENSG00000276834,0,0,0,0,0
ENSG00000278806,0,0,0,0,0
ENSG00000278804,0,0,0,0,0
ENSG00000273852,0,0,0,0,0
ENSG00000281187,0,0,0,0,0
ENSG00000264629,0,0,0,0,0
ENSG00000273530,0,0,0,3,1
ENSG00000273531,3,1,5,2,5
ENSG00000264620,1,1,3,1,0
ENSG00000238758,1,1,0,1,1
ENSG00000281634,3,3,5,1,1
ENSG00000281637,1,1,1,1,3
ENSG00000281638,0,0,0,0,0
ENSG00000281639,0,0,0,0,0
ENSG00000266361,0,0,0,0,0
ENSG00000252801,0,0,0,0,0
ENSG00000212111,0,0,0,0,0
ENSG00000212114,0,3,0,1,6
ENSG00000266032,8,14,27,10,14
ENSG00000253046,0,0,0,0,0
ENSG00000277612,0,0,0,0,0
ENSG00000280771,0,0,0,0,0
ENSG00000277330,0,0,0,0,0
ENSG00000207964,0,0,0,0,0
ENSG00000277353,0,0,0,0,0
ENSG00000274910,0,0,0,0,0
ENSG00000274913,0,0,0,0,0
ENSG00000276401,0,0,0,0,0
ENSG00000222334,0,0,0,0,0
ENSG00000222339,1,0,0,0,1
ENSG00000277433,0,0,0,0,0
ENSG00000265493,0,0,0,0,0
ENSG00000223063,0,0,0,0,1
ENSG00000264283,0,0,0,0,0
ENSG00000277048,11625,17635,13073,13384,50177
ENSG00000266025,0,0,0,0,0
ENSG00000269131,378,361,363,537,391
ENSG00000281827,11,10,17,11,10
ENSG00000280869,8,2,1,2,3
ENSG00000265989,0,0,0,0,0
ENSG00000265377,0,0,0,0,0
ENSG00000265379,0,1,1,2,1
ENSG00000274490,1,0,0,0,0
ENSG00000221324,0,0,0,0,0
ENSG00000221322,0,0,0,1,3
ENSG00000221323,0,0,0,0,0
ENSG00000266772,0,1,0,0,0
ENSG00000266778,1,0,0,0,0
ENSG00000280861,0,0,0,0,0
ENSG00000222070,1,0,0,0,0
ENSG00000242486,0,0,0,0,0
ENSG00000265244,0,0,0,0,0
ENSG00000216109,4,9,7,12,8
ENSG00000207339,0,0,0,0,0
ENSG00000280902,0,0,0,0,0
ENSG00000276797,6,1,5,7,11
ENSG00000276796,0,0,0,3,0
ENSG00000281408,2,0,0,0,2
ENSG00000264542,0,0,0,0,0
ENSG00000281132,0,0,0,0,0
ENSG00000264258,0,0,0,0,0
ENSG00000273714,0,0,0,0,0
ENSG00000221516,0,0,0,1,0
ENSG00000221515,0,0,0,0,0
ENSG00000222274,0,0,0,0,0
ENSG00000265517,0,0,0,0,0
ENSG00000265516,0,0,0,0,0
ENSG00000265515,0,0,0,1,0
ENSG00000265518,0,4,1,2,0
ENSG00000238512,0,0,0,0,0
ENSG00000266154,1,3,3,3,1
ENSG00000264748,0,0,0,0,0
ENSG00000261510,0,0,0,0,0
ENSG00000264740,0,0,0,0,0
ENSG00000264742,0,0,0,0,0
ENSG00000264746,0,0,0,0,0
ENSG00000250588,718,528,444,426,396
ENSG00000277275,0,0,0,0,0
ENSG00000239776,1,0,0,0,0
ENSG00000263913,2,2,0,3,7
ENSG00000265086,0,0,0,0,0
ENSG00000265911,0,0,0,0,0
ENSG00000275934,0,0,0,0,0
ENSG00000274496,0,0,0,0,0
ENSG00000221469,0,1,2,1,2
ENSG00000221467,0,0,0,0,1
ENSG00000280823,0,0,0,0,0
ENSG00000280829,0,1,0,2,0
ENSG00000238424,0,0,0,0,0
ENSG00000221280,0,0,2,0,1
ENSG00000266637,0,0,0,0,0
ENSG00000266636,0,0,0,0,0
ENSG00000266631,0,2,1,2,2
ENSG00000266630,0,0,0,0,0
ENSG00000277165,0,0,0,0,0
ENSG00000281558,0,0,0,0,0
ENSG00000281885,0,0,0,0,0
ENSG00000281884,0,0,0,0,0
ENSG00000255740,0,0,0,0,0
ENSG00000277827,0,0,0,0,0
ENSG00000274268,0,0,0,0,0
ENSG00000266701,15,11,27,11,21
ENSG00000251849,0,0,0,0,0
ENSG00000281134,0,0,0,0,0
ENSG00000252575,0,0,0,0,0
ENSG00000277643,0,0,0,0,0
ENSG00000277627,0,0,0,0,0
ENSG00000277645,0,0,2,0,1
ENSG00000275058,0,0,0,0,0
ENSG00000281301,0,0,0,0,0
ENSG00000281302,1,6,4,6,1
ENSG00000281303,0,0,0,0,0
ENSG00000281304,1,2,4,8,2
ENSG00000277623,0,0,0,0,0
ENSG00000207690,0,0,0,0,0
ENSG00000278392,0,1,2,1,9
ENSG00000221610,0,0,0,0,0
ENSG00000235982,2,3,1,1,2
ENSG00000281002,0,0,0,0,0
ENSG00000274604,0,0,0,0,0
ENSG00000278398,0,0,0,0,0
ENSG00000276939,0,0,0,0,0
ENSG00000276933,0,0,0,0,0
ENSG00000276937,0,0,0,0,0
ENSG00000276936,0,0,0,0,0
ENSG00000278568,0,0,0,0,0
ENSG00000278564,0,0,0,0,0
ENSG00000273809,0,0,0,0,0
ENSG00000273921,0,0,0,0,0
ENSG00000275357,0,0,0,0,0
ENSG00000238208,0,0,0,1,0
ENSG00000266057,0,0,0,0,0
ENSG00000266055,0,0,0,0,0
ENSG00000266051,0,0,0,0,0
ENSG00000266058,0,1,0,0,0
ENSG00000281824,0,0,0,0,0
ENSG00000280510,0,0,0,0,0
ENSG00000281148,1,0,0,0,0
ENSG00000281142,0,0,0,0,0
ENSG00000281140,5,1,6,13,7
ENSG00000221581,0,0,0,0,0
ENSG00000221589,0,0,0,0,0
ENSG00000223029,0,0,0,0,0
ENSG00000281640,0,0,0,0,0
ENSG00000281643,0,0,0,0,0
ENSG00000281647,0,0,0,0,1
ENSG00000281646,0,0,0,0,0
ENSG00000263700,0,0,0,0,0
ENSG00000221631,0,0,1,0,0
ENSG00000254269,0,0,0,0,0
ENSG00000257794,0,0,0,0,0
ENSG00000252855,0,0,0,0,0
ENSG00000266862,0,0,0,0,0
ENSG00000281546,0,0,0,0,0
ENSG00000281921,0,0,0,0,0
ENSG00000264048,0,0,0,0,0
ENSG00000281675,0,0,0,1,0
ENSG00000230058,0,0,0,4,0
ENSG00000281672,0,0,0,1,0
ENSG00000264042,0,0,0,0,0
ENSG00000204566,0,0,0,0,1
ENSG00000264896,0,1,0,1,0
ENSG00000207710,0,0,0,0,0
ENSG00000207715,0,0,0,0,0
ENSG00000281765,0,0,0,0,0
ENSG00000263997,0,0,0,0,0
ENSG00000276303,0,0,0,0,0
ENSG00000276301,0,0,0,0,0
ENSG00000264137,0,0,0,0,0
ENSG00000281080,1,1,0,0,0
ENSG00000275766,0,0,0,0,0
ENSG00000275761,0,0,0,0,0
ENSG00000280788,0,0,4,3,0
ENSG00000277944,0,0,0,0,0
ENSG00000265662,0,0,0,0,0
ENSG00000265665,0,0,1,0,0
ENSG00000265667,0,0,0,0,0
ENSG00000276104,0,3,0,0,0
ENSG00000277115,0,0,0,0,0
ENSG00000274416,0,0,0,0,0
ENSG00000263548,0,1,0,1,0
ENSG00000263546,0,0,0,0,0
ENSG00000263542,1,0,0,0,0
ENSG00000221030,0,0,0,0,0
ENSG00000221032,0,0,0,0,0
ENSG00000238876,0,0,0,0,0
ENSG00000238870,0,0,0,0,0
ENSG00000264277,0,0,0,0,0
ENSG00000275573,0,0,0,0,0
ENSG00000223307,0,0,0,0,0
ENSG00000216182,1,0,0,0,0
ENSG00000216181,0,0,0,0,0
ENSG00000278612,0,0,0,0,0
ENSG00000261533,47,73,48,56,59
ENSG00000264726,0,0,1,1,0
ENSG00000266244,0,0,0,0,0
ENSG00000264822,0,0,0,0,0
ENSG00000212254,0,0,0,0,0
ENSG00000275403,0,0,0,0,1
ENSG00000221778,0,0,0,0,3
ENSG00000221777,0,0,0,0,0
ENSG00000221774,0,12,1,3,6
ENSG00000221772,0,0,0,0,0
ENSG00000221770,0,0,0,0,0
ENSG00000281485,0,0,0,0,1
ENSG00000281481,0,0,0,0,0
ENSG00000238980,0,0,0,0,0
ENSG00000280990,0,0,0,0,0
ENSG00000244567,79,132,69,125,108
ENSG00000278556,0,0,0,0,0
ENSG00000278117,0,0,0,0,0
ENSG00000275916,0,0,0,0,0
ENSG00000252102,0,0,0,0,0
ENSG00000252100,0,0,0,0,0
ENSG00000240455,3,0,0,1,5
ENSG00000276567,0,0,0,0,0
ENSG00000276560,0,0,0,0,0
ENSG00000279038,67,89,72,102,74
ENSG00000274731,0,0,0,0,0
ENSG00000221443,0,0,0,0,0
ENSG00000275147,0,0,0,0,0
ENSG00000199004,0,0,0,0,0
ENSG00000274735,2,3,0,2,5
ENSG00000280547,0,0,0,0,0
ENSG00000242463,0,0,0,0,2
ENSG00000277779,0,0,0,0,0
ENSG00000223149,0,0,0,0,0
ENSG00000265592,1,4,0,2,3
ENSG00000274237,0,0,0,0,0
ENSG00000264819,2,3,0,0,0
ENSG00000263397,0,0,0,0,0
ENSG00000264077,0,0,0,0,0
ENSG00000264076,0,0,0,0,0
ENSG00000264079,0,0,0,0,0
ENSG00000266432,0,0,0,0,0
ENSG00000279037,0,0,0,0,0
ENSG00000277180,0,0,0,0,0
ENSG00000277360,0,0,0,0,0
ENSG00000277189,0,0,0,0,0
ENSG00000265032,0,0,0,0,0
ENSG00000265035,0,0,0,0,0
ENSG00000265037,0,0,0,0,0
ENSG00000265039,0,0,0,0,0
ENSG00000274593,0,0,0,0,0
ENSG00000274592,0,0,0,0,0
ENSG00000274595,0,0,0,0,0
ENSG00000274596,0,0,0,0,0
ENSG00000221204,0,0,0,0,0
ENSG00000222954,1,1,0,8,1
ENSG00000280464,0,0,0,0,0
ENSG00000240618,9,14,8,1,18
ENSG00000273699,0,0,0,0,0
ENSG00000278796,0,0,0,0,0
ENSG00000281075,2,2,4,0,10
ENSG00000274190,0,0,0,2,0
ENSG00000277434,0,0,0,0,0
ENSG00000281381,3,0,1,5,2
ENSG00000264919,0,0,0,0,0
ENSG00000280659,0,0,0,1,0
ENSG00000280653,0,0,0,0,0
ENSG00000281528,0,0,0,0,0
ENSG00000278559,0,0,0,0,0
ENSG00000279338,289,1859,363,1741,1302
ENSG00000254608,0,0,0,0,0
ENSG00000277875,0,1,0,0,0
ENSG00000252731,0,0,0,0,0
ENSG00000276325,3,0,0,1,0
ENSG00000274865,0,0,0,0,0
ENSG00000248345,0,0,0,2,1
ENSG00000264849,0,0,0,0,0
ENSG00000273848,0,0,0,0,0
ENSG00000273842,0,0,0,2,0
ENSG00000173088,2,14,8,31,12
ENSG00000280859,11,5,6,10,4
ENSG00000274007,0,0,0,0,0
ENSG00000221169,0,0,0,0,0
ENSG00000261254,120,84,138,119,152
ENSG00000221165,0,0,0,0,0
ENSG00000264551,0,0,0,0,0
ENSG00000221505,0,0,0,0,0
ENSG00000221506,0,0,4,0,0
ENSG00000238504,0,0,0,0,0
ENSG00000281576,4,1,1,5,4
ENSG00000281575,0,0,0,0,0
ENSG00000281574,0,0,0,0,0
ENSG00000265209,0,0,0,0,0
ENSG00000265208,0,2,1,0,0
ENSG00000265207,0,0,0,0,0
ENSG00000281579,0,0,0,0,0
ENSG00000265200,0,0,0,0,0
ENSG00000278439,11,13,14,16,33
ENSG00000266409,0,0,0,0,0
ENSG00000278507,0,0,0,0,0
ENSG00000277300,0,0,0,0,0
ENSG00000265647,0,1,0,3,0
ENSG00000278504,0,2,3,5,4
ENSG00000216072,0,0,0,0,0
ENSG00000216073,0,0,0,2,1
ENSG00000216070,0,0,0,0,0
ENSG00000281682,0,0,0,0,0
ENSG00000277121,0,0,0,1,3
ENSG00000277123,2,3,6,7,7
ENSG00000277122,0,0,0,0,0
ENSG00000276655,0,0,0,0,0
ENSG00000276658,0,0,0,0,0
ENSG00000276659,0,0,0,0,0
ENSG00000276389,0,0,0,0,0
ENSG00000274448,0,0,0,0,0
ENSG00000278762,0,0,0,0,0
ENSG00000232025,0,0,0,0,0
ENSG00000280630,0,0,0,0,0
ENSG00000221511,0,0,0,0,0
ENSG00000277384,0,0,0,0,0
ENSG00000281322,0,0,0,0,0
ENSG00000281323,0,0,0,0,0
ENSG00000264721,0,0,1,0,1
ENSG00000239022,0,0,0,0,0
ENSG00000281110,0,0,0,0,0
ENSG00000259888,0,0,0,1,1
ENSG00000264183,4,0,1,1,2
ENSG00000264182,0,0,0,0,0
ENSG00000264181,0,0,0,0,0
ENSG00000264378,0,0,0,0,0
ENSG00000277054,0,0,0,0,0
ENSG00000220989,0,0,0,0,0
ENSG00000268721,0,0,0,0,0
ENSG00000264455,0,0,0,0,0
ENSG00000281774,0,0,0,0,0
ENSG00000278018,0,0,0,0,0
ENSG00000281779,0,1,0,0,0
ENSG00000215934,0,0,0,0,0
ENSG00000280914,0,1,0,0,0
ENSG00000280915,0,0,1,0,1
ENSG00000280910,0,0,0,0,0
ENSG00000280911,0,0,0,0,0
ENSG00000242924,0,0,0,0,0
ENSG00000252181,0,0,0,0,0
ENSG00000275189,0,0,0,0,0
ENSG00000244214,0,0,0,0,0
ENSG00000211515,0,0,0,0,0
ENSG00000275270,0,0,0,0,0
ENSG00000281231,0,0,0,0,0
ENSG00000201126,0,1,3,1,2
ENSG00000265320,0,6,8,1,1
ENSG00000277860,0,0,0,0,0
ENSG00000276737,2,0,1,0,0
ENSG00000263377,0,0,0,0,0
ENSG00000263371,0,0,0,0,0
ENSG00000263378,0,0,0,0,0
ENSG00000274335,0,0,0,1,0
ENSG00000274337,0,0,0,0,0
ENSG00000266476,0,0,0,0,0
ENSG00000212065,0,0,0,0,0
ENSG00000212067,1,0,0,1,0
ENSG00000212066,0,0,0,0,0
ENSG00000212061,0,0,0,0,0
ENSG00000212063,0,0,0,0,0
ENSG00000221121,0,0,0,1,0
ENSG00000221128,0,0,0,0,0
ENSG00000267701,3,5,2,11,11
ENSG00000263636,1,0,0,0,0
ENSG00000263632,0,0,0,0,0
ENSG00000259159,0,0,0,3,0
ENSG00000280897,0,0,0,0,0
ENSG00000280896,0,0,0,0,0
ENSG00000207857,0,0,0,0,0
ENSG00000207858,0,0,0,0,0
ENSG00000281858,0,0,0,0,0
ENSG00000281854,0,0,0,0,0
ENSG00000281850,0,0,0,0,0
ENSG00000281851,0,0,0,0,0
ENSG00000275076,3,0,2,3,5
ENSG00000278423,0,0,0,0,1
ENSG00000275020,0,0,0,0,0
ENSG00000275027,0,0,0,0,0
ENSG00000275028,0,0,0,0,0
ENSG00000278841,1,0,0,0,3
ENSG00000273892,0,0,0,0,0
ENSG00000221653,0,0,0,0,0
ENSG00000221706,0,0,0,0,0
ENSG00000221704,0,0,0,0,0
ENSG00000274371,0,0,0,0,0
ENSG00000272792,0,4,0,0,4
ENSG00000236983,1,2,1,12,1
ENSG00000273684,0,0,0,0,0
ENSG00000273685,0,0,0,0,0
ENSG00000273689,1,1,1,7,3
ENSG00000278309,228,283,365,819,406
ENSG00000264624,0,0,0,0,0
ENSG00000275561,0,0,0,0,0
ENSG00000243350,0,0,0,0,1
ENSG00000264544,1,0,2,0,0
ENSG00000265286,0,0,0,0,0
ENSG00000265285,0,0,0,0,0
ENSG00000265280,4,1,7,16,11
ENSG00000221326,6,2,3,1,4
ENSG00000221320,0,0,0,1,0
ENSG00000221328,0,0,0,0,0
ENSG00000275412,0,0,0,0,0
ENSG00000251933,1,3,2,2,0
ENSG00000216136,0,0,0,0,0
ENSG00000281628,0,0,0,0,0
ENSG00000275804,0,0,0,0,0
ENSG00000274030,0,1,0,0,0
ENSG00000211528,0,0,0,0,0
ENSG00000211525,0,0,0,0,0
ENSG00000211524,0,0,0,0,0
ENSG00000211526,0,0,0,0,0
ENSG00000273823,8,6,17,16,15
ENSG00000280519,0,0,0,0,0
ENSG00000280517,0,0,0,0,0
ENSG00000237726,1,0,1,0,1
ENSG00000279272,0,0,0,0,0
ENSG00000281467,5,2,7,5,1
ENSG00000281466,0,0,0,0,0
ENSG00000276157,0,0,0,0,0
ENSG00000281461,0,0,0,0,0
ENSG00000281271,0,0,0,0,0
ENSG00000257110,2,0,0,1,0
ENSG00000274946,0,0,0,0,0
ENSG00000239050,0,0,0,0,0
ENSG00000276865,0,0,0,0,0
ENSG00000222309,0,0,0,0,0
ENSG00000272450,0,0,0,0,0
ENSG00000273561,0,0,0,0,0
ENSG00000273560,0,0,0,0,0
ENSG00000266584,0,0,0,0,0
ENSG00000274123,0,0,0,0,0
ENSG00000281695,0,0,0,0,0
ENSG00000264180,0,0,0,0,0
ENSG00000264453,0,1,0,1,1
ENSG00000263868,0,0,0,0,0
ENSG00000238623,0,0,0,0,0
ENSG00000264677,3,3,2,2,2
ENSG00000265329,0,0,0,0,0
ENSG00000264594,0,0,0,0,0
ENSG00000216133,0,0,0,0,0
ENSG00000216131,0,0,0,0,0
ENSG00000280499,0,0,0,0,0
ENSG00000277002,0,0,0,0,0
ENSG00000280729,0,0,0,2,0
ENSG00000280728,0,0,0,0,0
ENSG00000280727,9,15,6,4,10
ENSG00000276751,0,4,1,1,3
ENSG00000276750,0,0,0,0,0
ENSG00000276752,0,0,0,0,0
ENSG00000266073,0,0,0,0,0
ENSG00000277094,0,0,0,0,0
ENSG00000277097,0,0,0,0,0
ENSG00000274083,0,0,0,0,0
ENSG00000277093,0,0,0,0,0
ENSG00000200833,0,0,1,0,0
ENSG00000266388,0,0,0,0,0
ENSG00000265950,0,0,0,0,0
ENSG00000274087,0,0,0,0,0
ENSG00000221222,0,0,0,0,0
ENSG00000266861,0,0,0,0,0
ENSG00000273065,0,0,0,0,0
ENSG00000281223,0,0,0,0,0
ENSG00000281222,0,0,0,0,0
ENSG00000273934,0,0,0,0,0
ENSG00000273930,0,0,0,0,0
ENSG00000264238,0,0,0,0,0
ENSG00000280918,0,0,0,0,0
ENSG00000222518,0,0,0,0,0
ENSG00000222512,0,0,0,0,0
ENSG00000275446,0,1,0,0,0
ENSG00000275447,0,0,0,0,0
ENSG00000236169,0,0,0,0,0
ENSG00000265548,0,0,0,0,0
ENSG00000265549,0,0,0,0,0
ENSG00000265543,0,0,0,0,0
ENSG00000265381,0,0,0,0,0
ENSG00000281035,4,5,3,9,6
ENSG00000221437,0,0,0,0,0
ENSG00000221431,0,0,0,0,0
ENSG00000221432,0,0,0,1,1
ENSG00000221438,0,0,0,0,0
ENSG00000280812,0,0,0,0,0
ENSG00000281125,0,0,0,0,0
ENSG00000275169,0,0,0,0,0
ENSG00000222219,0,0,0,0,0
ENSG00000251876,0,0,0,0,0
ENSG00000251871,0,0,0,0,0
ENSG00000273766,0,0,0,0,0
ENSG00000280854,0,0,0,0,0
ENSG00000274032,0,0,0,0,0
ENSG00000277638,0,0,0,0,0
ENSG00000281378,0,0,0,0,0
ENSG00000281372,0,5,1,0,2
ENSG00000281375,0,0,0,0,0
ENSG00000226684,2,2,8,4,3
ENSG00000273602,0,0,0,0,0
ENSG00000281729,0,0,0,0,0
ENSG00000276273,0,0,0,0,0
ENSG00000276271,0,0,0,0,0
ENSG00000265864,0,0,0,0,0
ENSG00000264323,0,0,0,0,0
ENSG00000265869,0,0,0,0,0
ENSG00000265090,0,0,0,0,0
ENSG00000276862,0,0,0,0,0
ENSG00000252811,0,0,0,0,0
ENSG00000277337,0,0,0,0,0
ENSG00000274037,0,0,0,0,0
ENSG00000265990,0,0,0,0,0
ENSG00000236310,0,1,0,8,1
ENSG00000280602,0,0,0,0,0
ENSG00000222494,0,0,0,0,0
ENSG00000222492,0,0,0,0,0
ENSG00000281259,0,0,0,0,0
ENSG00000222720,0,0,0,0,0
ENSG00000222722,1,0,0,1,0
ENSG00000277658,0,0,0,0,0
ENSG00000277331,0,0,0,0,0
ENSG00000238787,1,0,0,0,0
ENSG00000266082,0,3,0,4,1
ENSG00000280596,0,0,0,0,0
ENSG00000266085,0,0,0,0,0
ENSG00000280598,0,1,0,0,0
ENSG00000280599,0,0,0,0,0
ENSG00000274781,0,0,0,1,0
ENSG00000261733,0,0,0,0,0
ENSG00000281902,0,0,0,0,0
ENSG00000266333,0,0,0,0,0
ENSG00000266330,0,0,0,0,0
ENSG00000266331,0,0,0,0,0
ENSG00000266336,0,0,0,0,0
ENSG00000281177,0,0,0,0,0
ENSG00000281171,0,0,0,0,0
ENSG00000281170,0,0,0,0,0
ENSG00000273939,0,0,0,0,0
ENSG00000278386,0,0,0,0,0
ENSG00000278387,0,0,0,0,0
ENSG00000221602,1,0,0,0,0
ENSG00000221607,0,0,0,0,0
ENSG00000221606,0,0,0,0,0
ENSG00000221608,0,0,0,0,0
