,13,16,15,18,17
XXbac-BPG154L12.4,0.0535584,0.00732078,0.00982885,0.014478,0.0162677
ENSG00000256694,0,0,0,0,0.0510177
XXbac-BPG154L12.5,0,0,0,0,0
ENSG00000206433,0,0,0,0,0
ENSG00000256540,0,0,0,0,0
PKP2,29.7514,21.0234,33.8547,20.9852,26.2093
RPL21P16,0,0,0,0,0
NUDT15,12.8468,26.9176,38.6939,11.913,13.003
PLGRKT,9.13939,9.07957,11.8066,12.3757,8.98333
RP11-77H9.5,2.35766,3.19131,7.72493,2.43563,4.91193
RP11-685G9.4,0,0.0575442,0,0,0
RP11-475D10.5,0,0,0,0,0
RP11-674N23.4,0,0.226046,0.300573,0.159226,0.612283
INSL5,0,0.0961053,0,0,0
ENSG00000230985,0,0,0,0,0
GACAT2,0.970468,0.747081,3.74426,1.43026,20.5794
RP11-455G16.1,0,0.0133261,0,0,0
GSPT2,0.346986,3.66459,3.23463,1.82896,1.09237
RP11-90M2.5,0.184331,0.80285,0.295292,0,0
ENSG00000204296,0,0,0,0.0120037,0
TSPY15P,0,0,0,0,0
AMY1B,0,0,0,0,0
RP11-737G21.1,0,0,0,0,0
C16orf78,0,0,0,0,0
AF254982.2,0,0,0,0,0
OPRPN,0,0,0,0,0
RP5-832C2.5,0,0.0304549,0.0651422,0,0.102907
IGHV1OR21-1,0,0,0,0,0
ENSG00000281837,0,0,0,0,0
CTD-2385L22.2,0,0,0,0,0
RP11-345P4.11,0,0,0,0,0
RP4-738P15.6,10.1647,1.15e-139,3.72315,11.0733,5.66597
RBMY3AP,0,0,0,0,0
CHP2,0,0,0,0,0
RP11-572P18.2,0,0,0,0,0
RP11-442N1.1,0,0,0,0,0
FNDC10,0.604068,0.73276,2.31541,3.60821,1.7714
AP001464.4,0,0,0,0,0
RPS11,1757.67,1861.87,1644.83,2043.18,1684.47
TMEM222,10.1738,11.7903,13.5024,12.6311,11.9575
TSPY25P,0,0,0,0,0
RGN,0.267714,0.0651237,0.360109,0.0597025,0.469646
TUBAL3,0.0700734,0.186865,0.527604,0.0127503,0.118286
RNF152P1,0.16513,0,0,0,0
TSPY16P,0,0,0,0,0
NF1P5,0,0,0,0,0
TRMT112P5,0,0,0,0,0
AC017019.1,0,0,0,0,0
PDE12,10.8364,19.4473,22.3079,12.3512,11.5016
RP11-166D18.1,0,0,0,0,0
RPL7P31,0,0,0,0,0
PLPP4,4.58171,17.0337,25.8681,6.78463,8.3889
ELOVL5,147.256,151.272,116.166,136.341,121.183
NPSR1-AS1,0.0098309,0,0,0,0
RP11-340I6.8,0.150767,0,0,0,0
RP11-107C16.2,0,0,0,0,0
NMD3P1,0.0605956,0.0352705,0,0,0
LINC00558,0,0,0,0,0
RNF25,15.816,22.9356,30.0602,23.6671,15.1036
C4orf33,8.12126,10.5431,9.80277,4.55922,7.74433
NCAPD2P1,0,0,0,0,0
KIF22,44.6133,40.415,51.7368,57.9746,73.6859
ANKRD30BP2,0,0,0,0,0
RP11-168P6.2,0,0,0,0,0
RP11-12C17.2,0.449514,0,0,0.133907,0.400178
LINC00458,0,0,0,0,0.0370318
ENSG00000232312,0,0,0,0,0
TMEM61,0.284775,0.0599351,0,0.0290956,0.354342
RP11-664H17.1,0,0,0,0,0
NPSR1,0,0,0,0,0
ITLN1,0,0,0,0,0.0255305
CTC-465D4.1,0,0,0,0,0
GABRA5,0,0,0,0,0
ENSG00000236353,0,0,0,0,0
RP11-989E6.8,0,0,0,0,0
IGHV1OR16-4,0,0,0,0,0
IGHV3OR16-6,0,0,0,0,0
ENSG00000281385,0,0,0,0,0
CHST14,5.65962,8.77161,12.2612,6.22941,9.33378
RP11-19N8.2,0,0,0,0,0
LINC01561,0.0265343,0.117994,0.175514,0.103071,0.146981
RP11-989E6.13,0,0,0,0,0
CTC-428H11.2,0.372611,0.310101,0.533573,0.353585,0.688756
IGHV3OR16-8,0,0,0,0,0
TTTY8,0,0,0,0,0
RP11-64K12.1,0,0,0,0,0
RP11-4C20.4,0.109524,0.266152,0,0.249951,0.0970379
RP11-16P6.1,0.0605347,0.481554,0.33506,0.0102865,0.18071
RP11-989E6.11,0,0,0,0,0
RP11-4C20.3,0,0.127255,0.111701,0,0
ALG13-AS1,3.50839,0,0,0,4.81781
IGHV1OR16-2,0,0,0,0,0
RPL13AP25,0.183557,0.0886597,0.216055,0.203901,0.040392
BSND,0,0,0,0.00574103,0
RBBP4P3,0,0,0,0,0
IGHV3OR16-10,0,0,0,0,0
RP11-126H7.4,0,0,0.0298918,0,0
IGHV3OR16-15,0,0,0,0,0
PTPRE,14.1405,5.13581,6.70725,11.9782,10.1226
RP1-91N13.1,0,0,0,0,0
RP11-209D20.2,0,0,0,0,0
RPS16P5,0.416546,0,0,0.0870744,0
ENSG00000279984,0,0,0,0,0
CCDC74A,0.296873,2.40634,1.66221,0.987875,0.308211
DMBX1,0,0.00891289,0.0489806,0,0.00927644
MAGEA8,0,0,0,0,0
RP4-635E18.6,0,0.22897,1.12017,0.201106,0.0884012
MTRNR2L9,0,0,0,0,0
SCLT1,15.5687,11.2796,11.8323,14.4871,9.96289
DNMT3B,5.07289,1.32515,4.4334,4.63414,5.3077
ENSG00000279552,0,0,0,0,0
RP11-397K18.1,0,0,0,0,0
ENSG00000279731,0,0,0,0,0
RP11-702L6.1,0,0,0,0,0
USP38,10.5876,10.1354,10.0108,12.4201,7.06301
RP11-73B2.6,0.169056,0,0.0808919,0,0
EXOSC10,65.9137,79.6016,68.5483,46.4006,59.6481
RP11-521D12.1,0,0.143426,0,0,0
SLC25A1P3,0,0,0,0,0
LINC01205,0,0,0,0,0
TTTY7B,0,0,0,0,0
NCOA1,3.84304,7.5064,5.48422,3.91236,4.5087
RP11-69J7.1,0,0,0,0,0
ENSG00000275838,0,0,0,0,0
H3F3AP3,0,0,0,0,0
VN1R34P,0,0,0.0424434,0,0
AC067968.3,0,0,0,0,0
PPIAP15,0,0,0,0,0
C8orf74,0,0,0.0161354,0,0.291003
FARSB,14.3858,25.0736,20.7707,15.6301,13.623
AC124057.5,0,0,0,0,0
STK36,4.39378,7.7417,5.61388,6.24005,11.3981
ARAFP1,0,0,0,0,0
RP1-170O19.17,0,0,0,0,0
ENSG00000279902,0,0,0,0,0
SLC16A13,1.43087,2.98535,3.55998,1.78323,1.68453
VN1R36P,0,0,0,0,0
RP11-521D12.2,0,0,0,0,0
VN1R35P,0,0,0,0,0
IZUMO1,0.338857,0,0,0.0471398,0.0609558
CCNI,293.633,224.723,185.429,261.678,192.991
RP5-1193P9.4,0,0,0,0,0
MUC7,0,0,0,0,0
RP11-111A22.1,0.108562,0.337143,0.176446,0.261925,0.189909
RP1L1,0.0686996,0.059387,0.101902,0.0151091,0.0730805
ENSG00000276219,0,0,0,0,0
ENSG00000226179,0.131835,0,0.171299,0.154604,0.507308
RP11-312J18.5,0.633044,1.18257,0.916389,0.775756,0.661899
C15orf57,6.0181,7.32853,8.18521,4.59299,6.80826
RP11-414H23.2,0,0,0,0,0
ENSG00000279350,0,0,0,0,0
RP11-414H23.3,0.435709,0.328374,0,0,0
ZNF355P,0,0,0,0.0111651,0.0117982
RP11-405F3.2,0,0,0,0,0
ACTG1P20,1.74189,0.388269,0.890097,0.485675,1.73171
RP11-405F3.4,0,0,0,0,0
ENSG00000275300,0,0,0,0,0
RP11-521D12.4,0,0,0,0,0
CTB-162E12.1,0,0,0,0,0
RP11-521D12.5,0,0,0.0202393,0,0.0159678
RP11-196G11.2,0.417526,0.281634,0.192038,0.438524,0.905835
ITLN2,0,0,0.0624806,0,0
DRC7,0,0,0.0139494,0,0
ENSG00000278186,0,0,0,0,0
CTD-2033A16.1,12.0149,9.4756,7.76162,0.909909,8.85147
BARX1-AS1,0,0,0,0,0
AC084219.2,0.34933,0.292621,0.481122,0.696734,0.949155
RP1-240B8.3,0,0,0,0.136025,0
AVPI1,7.07095,12.9906,13.2624,12.1894,14.4725
NQO1,125.215,179.639,210.586,41.024,157.657
ZNF284,3.69781,2.10092,1.58439,3.33961,2.94005
KHDRBS2,0,0.0613049,0.0348768,0.0995562,0.0134029
ENSG00000276451,0,0,0,0,0
RP11-8P13.1,0,0,0,0,0
RP11-345P4.9,0.882399,1.17027,1.24912,1.48751,1.40791
RP11-8P13.5,7.09985,1.53128,0.815478,4.9647,4.45228
RP11-408E5.6,0,0,0,0,0
RP11-95I16.4,0.652165,0.327601,0.224012,0.289174,0.877723
ENSG00000273953,0,0,0,0,0
ZNF222,4.07465,3.76221,2.7695,3.38153,4.304
RP11-312J18.6,0,0,0,0,0
RP11-312J18.7,0,0,0,0,0
SMPD4P2,0,0,0,0,0
RP11-544M22.1,0,0,0,0,0
AC135050.5,0,0,0,0.18146,0
WDR11,30.3435,31.7036,27.7373,29.8674,30.4322
PTGER1,0,0,0,0,0
IPO7,112.24,112.9,103.031,93.647,89.5
RP11-340I6.11,0,0,0,0,0
ZNF668,2.7302,4.04647,4.23649,5.66651,5.80122
AC011196.3,0,0,0,0,0
RP11-213H15.1,0,0.248073,0.0575535,0,0
AC135999.2,0,0,0,0,0
RANBP20P,0,0.0126845,0,0.0126033,0
MIB2,4.34705,0.906852,3.37957,2.46944,4.08251
RP11-345N11.1,0,0,0,0,0
JADE1,13.8436,11.4379,12.3093,13.1498,11.9211
LINC01964,0,0,0,0,0
ENSG00000276780,0,0,0,0,0
CDY10P,0,0,0,0,0
ZNF223,3.64204,1.84007,1.33321,2.2096,2.39651
ENSG00000263114,0,0,0,0,0
RP5-906A24.1,0,0,0,0,0
ENSG00000227577,0,0,0,0,0
LRFN3,1.38632,4.44793,5.67881,1.74464,2.74476
ARL5C,0,0,0,0,0
ARF4,555.623,382.768,318.324,468.988,280.38
CTD-2636A23.2,59.906,52.096,31.5837,66.6805,14.0497
CTD-2314B22.2,0,0,0,0,0
CLCC1,70.4151,50.3498,44.7257,60.3782,43.4145
RP11-146E13.5,0,0,0,0.0969483,0
ENSG00000274891,0,0,0,0,0
RAD1P2,0,0,0,0,0
RP11-146E13.4,0,0,0.0823221,0.129346,0
HMGCS1,61.3095,55.968,63.4,105.521,34.2611
USP9YP3,0,0,0,0,0
AIM2,3.17045,4.19732,1.90025,3.10463,1.45822
RP11-408E5.8,0,0,0,0,0
RP11-432I5.4,0,0,0,0,0
ENSG00000226071,0,0,0,0,0
ENSG00000232045,0,0,0,0,0
CTD-2013N17.4,0,0,0,0.246018,0
ENSG00000224398,0,0,0,0,0
RP11-561N12.2,0,0,0.323508,0,0
RP11-196G11.6,0.307528,0.204967,0.412676,0.349221,0.267459
CTD-2013N17.1,0,0,0,0,0
AC009133.21,3.9938,3.80452,4.49231,2.05682,3.46109
SLC16A11,0.0441136,0.0258244,0,0.116238,0.0229645
RP11-1293J14.2,0,0,0,0,0
RP11-364L4.3,0,0,0,0,0
LUCAT1,9.74061,17.215,9.76704,5.16656,5.28275
RP11-56F10.3,0,0.0718294,0,0,0
EDDM3DP,0,0,0,0,0
CTD-2371O3.2,0,0,0,0,0.179009
RP11-108H9.1,0,0,0,0,0
ENSG00000231895,0,0,0,0,0
SFPQ,129.49,188.733,218.636,126.077,150.723
RP11-213H15.4,2.54732,0.930853,1.24e-05,0.275153,0.161587
RP11-820I16.1,0,0,0,0,0
LINC01005,0,0,0,0,0
EDDM3A,0,0,0,0,0
ENSG00000278489,0,0,0,0,0
USP9YP8,0,0,0,0,0
RP11-78L16.1,0,0,0.139205,0,0
ENSG00000278210,0,0,0,0,0
GUCY2GP,0,0,0,0,0
LINC01730,0.464891,0.0447483,0.0510367,0.0798678,0.227365
EPS15L1,16.2848,21.2527,26.5661,15.6196,16.9883
ENSG00000217281,0,0,0,0,0
ENSG00000281801,0,0,0,0,0
RP11-686F15.2,0,0,0,0,0
RP5-1009E24.9,1.57282,1.23496,0.463593,1.27668,1.06463
BCDIN3D-AS1,0.556655,0.242423,0.804814,0.124021,0.295657
CACNB4,6.37546,2.50959,1.5684,7.13541,4.96564
CISTR,0,0,0,0,0
RP11-820I16.2,0,0,0,0,0
AP5S1,2.63165,3.63827,5.69326,3.06994,4.43974
ENSG00000273793,0,0,0,0,0
RP11-415G4.1,0,0,0,0,0
CDY11P,0,0,0,0,0
HNF4GP1,0,0,0,0,0
OFD1P16Y,0,0,0,0,0
SPATA2P1,0,0,0,0,0
ENSG00000227750,0,0,0,0,0
NCKAP5L,3.95874,2.43125,2.98159,3.49345,3.18778
ENSG00000224156,0,0,0,0,0
ARF4-AS1,0.114955,0.506084,1.06506,0.471643,0.120543
GPATCH4,9.14855,26.1133,23.9563,13.2347,9.97809
MOGAT1,0,0,0,0.0303601,0.0327435
ENSG00000248496,0,0,0,0,0
ENSG00000226384,0,0,0,0,0
MARVELD1,2.15426,8.20692,11.8299,3.02211,6.15765
RGL3,3.5839,3.85162,4.24956,7.79179,9.21269
RP4-635E18.7,0.0984049,0.0296779,0.0312816,0.0340777,0.0302162
AC104772.1,0,0,0,0,0
ENSG00000237285,0.0320468,0.0207707,0,0.0199055,0
AC007322.1,0,0,0,0,0
RP3-514A23.2,0,0.0531213,0.22403,0,0
ENSG00000227144,0,0,0,0,0
ENSG00000262217,0,0,0,0,0
RP11-74E22.8,0.0164478,0,0,0,0.00694222
AC016712.1,0,0,0,0,0
RP3-461P17.9,0,0,0,0,0
CTD-2616J11.15,0,0,0,0,0
ENSG00000278458,0,0,0,0,0
RP11-37L2.1,0,0,0,0,0
GAB1,4.80749,6.51466,7.19059,11.6426,4.89349
BCDIN3D,0.544705,1.09393,0.780639,0.602285,0.665929
IL1RL2,0.0476381,0.170258,0.219854,0.111123,0.162622
CCDC92B,0,0,0,0,0
RP11-141M1.3,0,0,0,0,0
SPATA33,1.3364,7.20042,6.05195,4.3323,4.88424
RPL5P2,0,0,0,0,0
RP13-258O15.1,0,0,0,0,0
CTD-3073N11.5,0,0,0,0,0
RP11-179A7.2,0,0,0,0,0
GCNT6,0,0.181064,0.245277,0.121483,0.214821
XXbac-BCX254L4.4,0,0,0,0,0
SPINT3,0,0,0,0,0
RP11-156J23.1,0,0,0,0,0
SMIM17,0.107874,0.0472088,0.0588935,0.0242865,0.0558143
ENSG00000249032,0,0,0,0,0
ENSG00000281648,0,0,0,0,0
EAF2,0.712269,0.56155,1.04576,0.649276,0.38823
MKNK1,19.7937,22.3947,25.3882,12.8483,22.2072
RP13-88F20.1,0.0413358,0.0278359,0.024791,0.0190396,0.0512569
CTC-277H1.6,0,0.00889714,0.0262879,0,0.0331885
ST13P18,0,0,0,0,0
ENSG00000273528,0,0,0,0,0
CHMP1A,15.019,18.0825,19.7024,25.0986,19.4041
TUBA3C,0.0188458,0,0.025799,0.0155973,0.0172542
ENSG00000276959,0,0,0,0,0
EDDM3B,0,0,0,0,0
ADGRG3,0.0112042,0,0,0,0
RP11-77K12.4,0,0.030833,0,0,0
RBMY1D,0,0,0,0,0
STAMBP,46.3271,56.7068,55.1834,53.6011,47.6487
PRR20B,0,0,0,0,0
MAVS,10.3531,11.9198,15.0634,10.1894,15.6279
CHST6,0.0248399,0.0214576,0.0623225,0.00586415,0.0583771
ENSG00000277600,0,0,0,0,0
PRR20C,0,0,0,0,0
ENSG00000274679,0,0,0,0,0
WFDC6,0,0,0,0,0
CTD-2235C13.3,0.660074,0.199768,0.385745,0.684033,0.567321
CDKN2AIPNLP3,0,0,0,0,0
EVX1-AS,0,0,0,0,0
ENSG00000234243,0,0,0,0,0
PRR20A,0,0,0,0,0
ENSG00000249437,0.0908097,0.0605063,0.0759674,0.0728814,0.060492
OR11H13P,0,0,0,0,0
EVX1,0,0,0,0,0
EPPIN-WFDC6,0,0,0,0,0
NCOA4,60.96,86.0117,82.5256,56.2919,68.2715
HOXC13,0.0299938,0,0,0,0
MIR7515HG,0,0,0,0,0
HOXC13-AS,0,0,0,0,0
HSPD1P21,0,0,0,0,0
OTUD7A,0,0.00952938,0,0,0
ZNF302,1.89164,7.16325,9.86851,2.00254,5.16987
EPPIN,0,0,0,0,0
CTB-102L5.8,0.223141,0.269663,0.260422,0.334056,0.59025
CTB-102L5.7,0.0150552,0.0319515,0.0144539,0.0433168,0.0120023
CTC-244M17.1,0,0,0,0,0
RP11-91J19.3,0.355735,0.400086,0.238203,0.306137,0.130353
CTC-450M9.1,0.223478,0,0,0,0.167177
ENSG00000249814,0,0,0,0,0
SIPA1L3,57.3379,90.4953,131.729,84.0862,31.06
FBXO25,7.1043,9.23642,9.42319,9.19629,13.1565
ENSG00000230574,0,0,0,0,0
RP5-1022J11.2,0,0,0,0,0
MRPS33P4,0,0,0,0,0
RP11-323P17.2,0.105486,0.181015,0.0654368,0.0738459,0.040089
ENSG00000223355,0,0,0,0,0
AC008278.2,0,0,0,0,0
LINC01524,0,0,0,0,0
RP11-325E5.1,0,0.0474966,0,0.156744,0.165725
WDR11-AS1,0,0,0.551732,0,0
ENSG00000237006,0,0,0,0,0
RP11-456J20.1,0.0392089,0,0,0,0.0142705
RP4-583K8.1,0,0,0,0,0
RP11-456J20.2,0,0,0,0,0
SPATA42,0,0,0,0,0
PAK1IP1,20.176,44.9995,37.3712,24.0475,18.0856
TSSK2,0.0108406,1.59e-10,1.45e-05,4.11e-12,0.0172186
AZU1P1,0,0,0,0,0
RP3-461P17.6,0,0,0,0,0
RPSAP36,0,0.0384622,0,0.0806214,0
MLYCD,0.453584,0.537398,0.659844,0.234033,0.516391
RP11-364L4.1,0,0,0,0.0293396,0
DGCR14,2.35621,2.08129,3.09734,2.21488,2.99149
ENSG00000276747,0,0,0,0.0577449,0
GPSM2,80.4652,61.3742,65.0259,90.68,64.0411
PMS1,14.7292,22.1708,18.5998,18.4902,19.4696
MYO5BP1,0,0,0,0,0
RP5-940J5.3,0,0.065154,0,0.0594519,0
ZNF727,0.185827,0.53653,0.82335,0.0767771,0.493715
PRR26,0.0106101,0,0,0,0
AC078974.2,0,0,0,0,0
RP11-977G19.10,4.99085,4.27664,3.70477,2.54218,5.22554
RPL21P3,0,0.0764999,0,0,0.281272
RP11-483P21.6,0,0.311893,0,0,0
ENSG00000232541,0,0,0,0,0
C6orf52,20.5287,41.111,32.4075,23.4926,20.0033
CTD-2061E19.1,0,0,0,0,0
RP11-179D22.1,0,0,0,0,0
SIGLEC8,0,0,0,0,0
OSGIN1,5.17629,3.20001,3.11167,2.36359,2.05798
TRIM60P17,0,0,0,0,0.111543
RP11-490E15.2,0,0.0736345,0,0,0
CTD-2061E19.6,0,0,0,0,0
TEK,0.0241354,0.0337895,0.0910752,0.0173239,0.00728088
UBE2L2,0,0,0,0,0
DIP2C,4.41712,5.68144,5.1787,6.13929,5.70141
RP11-424C20.2,0.181554,0.471472,0.396081,0.239267,0.238747
RP11-977G19.11,2.95063,2.42395,1.40234,2.06199,2.13907
RP11-284H19.1,0,0,0,0,0
HERC5,11.0186,12.1287,14.9181,10.1847,20.8736
IMPA2,13.0867,14.2055,16.8283,20.915,8.74638
CATSPERD,0,0.378094,0,0.017505,0.0356396
RP11-977G19.12,0.143752,0.190177,0.250689,0.107951,0.210936
EPOR,4.13238,3.96679,4.20221,7.23482,5.70882
RP11-1293J14.4,0,0,0,0,0
PDE3A,0.0264625,0.0441349,0.0145744,0.101323,0.119052
ENSG00000280830,0,0,0,0,0
CNPY2,40.082,39.9346,43.0348,22.9115,38.1152
ENSG00000277456,0,0,0,0,0
ENSG00000273670,0,0,0,0,0
RNASE6,0,0,0,0,0
WSCD1,0,0,0,0,0.156657
RP3-455H14.1,0,0,0,0,0
RPL7P55,0,0,0,0,0
ENSG00000280733,0,0,0,0,0
NAP1L3,0.342679,0.730091,3.26299,0.325727,0.497051
RP11-54O7.14,4.21e-36,2.03e-40,0.606304,0.229369,7.42e-46
RP11-267D19.2,0,0,0,0,0
RP11-475E11.9,0,0,0,0,0.160673
RP11-187C18.5,0,0,0,0,0
RP11-267D19.1,0,0,0,0,0
RP11-505K9.4,1.15421,1.3957,1.97336,0.679071,1.25172
WDR78,0.109429,1.80533,0.156762,0.176701,0.194477
AGRN,41.759,19.9301,27.7314,49.6899,82.8468
RP11-187C18.4,0,0,0,0,0
RP11-187C18.3,1.12934,1.36662,0.954138,1.69917,1.98089
AKNAD1,0.46046,1.79524,1.78866,0.64912,0.653006
C4orf3,36.8978,40.7204,38.3081,35.4201,43.6171
RP11-157L3.3,0,0,0,0,0
RP4-536B24.4,0,0.0438718,0.0669028,0,0
FAM27D1,0,0,0,0,0
AC016712.2,0,0,0,0.339966,0.18691
ENSG00000278656,0,0,0,0,0
RP11-157L3.10,0,0,1.39492,0,0
LRRC29,0,0.0231217,0,0.0972945,0.122566
ENSG00000276739,0,0,0,0,0
CACNB1,2.7869,4.34083,3.98933,5.49402,7.00416
HOXC12,0,0,0,0,0
CTD-2545G14.2,0,0,0,0,0
RP4-536B24.3,0,0,0,0,0
CUZD1,0.976744,0.971477,1.07062,0.840452,0.802208
AC004920.3,0,0,0,0,0
LINC01340,0,0,0,0,0.131591
HOMER1,4.39586,8.05355,6.41102,6.82292,8.75005
RP11-809C18.3,0,0,0.0453916,0.0161006,0
DHFRP5,0,0,0,0,0
FLII,111.275,196.3,224.893,150.41,176.961
RP11-496I2.7,0,0,0,0,0
ADGRE1,0.230154,0.055827,2.33259,0.0265588,0.0300655
ENSG00000275637,0,0,0,0,0
WBSCR27,1.43379,0.441765,0.751204,1.88311,0.53098
EPCAM,5.66005,14.7329,14.6046,12.9846,12.9589
RP11-820I16.3,0,0,0,0,0
ENSG00000276977,0,0,0,0,0
RP11-77K12.10,0,0,0,0,0
ENSG00000226714,0,0,0,0,0
RP11-77K12.5,0,0,0,0,0
ENSG00000227966,0,0,0,0,0
AC092667.2,0,0,0.0155086,0.0231941,0.0123037
ENSG00000241132,0,0,0,0,0
C1QTNF8,0,0,0,0,0
RP11-227G15.10,0.379013,0.49696,0,0.736561,0.300633
CDKAL1,8.00647,11.0202,12.7026,9.82556,12.2441
RP11-227G15.11,0,0,0,0,0.185291
AFF3,11.4128,0.21835,15.8825,7.25762,1.76692
RP11-227G15.8,0,0.0713411,0,0,0.182899
RP11-363I22.3,0,0.123102,0,0,0
ANKRD17,32.7533,29.2531,25.37,30.8013,23.3518
RP11-564D11.3,1.38903,0.998101,1.03175,2.75062,1.60627
RP11-496I2.8,0,0,0,0,0
FAM24B,38.0095,10.739,21.5902,67.1853,40.9777
RP11-342H21.2,0,0,8.15e-38,2.42e-06,0
NXPH1,0,0,0,0.0697469,0
LA16c-349E11.1,0,0,0,0,0
RP13-238N7.2,0,0,0,0,0
TUSC3,42.2326,69.2668,55.8546,52.5968,47.0133
RBBP9,10.2693,12.0659,18.062,10.4475,24.1206
RP11-747I9.1,0,0,0,0,0
RP4-681N20.5,1.42085,0.667134,0.412606,0.99789,1.41989
MTCYBP40,0,0,0,0,0
RP11-1078H9.1,0,0,0,0,0
PKMP2,0,0,0,0,0
DHTKD1,6.59105,4.60414,7.30632,7.30708,7.95457
RNF24,12.6506,14.7369,11.2554,16.7349,13.3978
FUT8,62.5404,60.3182,82.515,98.5474,111.605
RP3-348I23.2,0,0,0,0,0
LINC00642,0,0,0,0,0
NEU2,0,0,0,0,0
RP3-348I23.3,0,0,0,0,0
RP11-72K17.1,0,0,0,0,0
RP4-761J14.8,8.26397,4.18307,4.03595,6.18593,4.5428
CTC-534A2.2,2.61834,3.63526,2.501,1.88358,1.99495
RP11-1078H9.6,0,0,0,0,0
SI,0,0,0,0,0
RP11-438D14.3,0,0,0,0,0
CLPX,31.5513,23.3383,20.2128,26.6761,27.1689
AC068831.15,3.99354,8.24098,8.11158,3.79096,4.25333
RP11-438D14.2,0,0,0,0,0
ENSG00000281753,0,0,0,0,0
SYT10,0,0,0,0,0
TIGAR,6.62087,8.65601,7.17949,3.96867,6.57779
RPS19P1,0.109826,0.0945941,0.272886,0.441779,0
TRAPPC13,9.29979,12.1496,15.7663,8.34601,14.1938
ZNF384,35.5091,22.2346,19.907,28.2931,27.4374
MKNK1-AS1,0.094873,0.0451988,0,0.0467887,0.0875892
ENSG00000281289,0,0,0,0,0
MAN2A2,21.9622,12.0756,20.834,17.9954,18.0995
KNCN,0,0,0,0,0
DLK2,2.2869,0.835085,3.41552,2.90887,3.16637
RP11-455B3.1,0.254316,0.644539,0.0627632,0.0477886,0.101058
KTN1-AS1,3.9442,2.96798,4.06924,4.4944,4.81199
PRR20D,0,0,0,0,0
ARID3B,5.71673,1.72935,1.68977,4.26504,1.61215
RP11-264F23.1,0,0,0,0.289936,0.802445
CTA-113A6.2,0,0,0,0,0
PRKCB,0,0,0,0,0
RPL7AP4,0,0,0,0.0432146,0.0477726
MOB3C,7.40454,4.80936,4.40483,4.52576,4.15602
RP11-219E7.1,0,0,0,0,0
AC009500.2,0,0,0,0,0
ENSG00000278474,0,0,0,0,0
RP11-541H12.1,0,0,0,0,0
RP11-398C13.6,0.162733,0.195124,0.334936,0.496974,0.323569
RP11-306I1.1,0,0,0,0,0
RP11-342F17.1,0,0,0,0,0
RP11-280O1.2,0,0,0,0,0
ENSG00000223827,0,0,0,0,0
LSM3P3,0,0,0,0,0
RP11-56H16.1,0,0,0,0,0
SIGLEC26P,0,0,0,0,0
RP11-119B16.2,0.13214,0.487481,0.545197,0.408872,0.646122
AC114776.3,0,0,0,0,0
RP11-490B18.5,0.0520472,0.220838,0,0.125953,0.0435592
APOC1,5.19205,9.47007,19.4641,10.9907,11.1863
CHST5,0.305783,0,1.54e-127,0.00848526,0.0367644
PANK2,19.1924,25.2769,34.7904,23.8068,24.9769
FAM27E2,0.151082,0.103219,0.42927,0,0
RP11-34H11.3,0,0,0,0,0
LRRC52,0,0,0,0,0
ENSG00000232266,0,0,0,0,0
RP11-356O9.1,0,0,0,0.212248,0.0718595
ENSG00000235184,0,0,0,0,0
RP11-77K12.7,0.0277972,0,0.0567779,3.76e-158,3.18e-83
RP11-356O9.2,0,0,0,0,0
ENSG00000280210,0,0,0,0,0
AC008834.2,0,0,0,0,0
ENSG00000230004,0,0,0,0,0
RP11-157L3.9,0,0,0,0,0
TTTY21,0,0,0,0,0
TMEM231,3.44108,3.7482,2.91247,4.99625,2.76035
RP11-157L3.6,0,0,0,0,0
CTSK,2.98605,0.982615,0.783733,3.60638,2.75305
NET1,41.3401,48.8203,43.727,40.3641,37.2418
WBSCR28,0,0,0.0798684,0,0
SNRPGP15,53.0752,46.2387,49.6053,26.3016,28.9411
GSX1,0,0,0,0,0
GIPC1,54.6028,38.5132,69.433,56.6876,53.7993
LMLN-AS1,3.64e-78,0.0968142,6.98e-74,7.1e-76,0.0676012
ENSG00000279661,0,0,0,0,0
ABCC10,3.24896,7.04812,8.51544,8.06694,8.96939
LINC01846,0,0,0,0,0
LMLN,4.26373,6.71589,7.03929,5.09437,7.5114
ENSG00000275641,0,0,0,0,0
RP11-274E7.1,0,0,0,0,0
RP11-731K22.1,0,0,0,0,0
CTB-129P6.7,0,0.00323646,0,0.00306877,0.00741325
RP11-274E7.2,0.057666,0.11802,0.052672,0.247927,0.344089
APOE,1.35311,0.218321,2.26903,2.27316,1.88852
ENSG00000206492,0,0,0,0,0
LA16c-381G6.1,0,0,0,0,0
SERPINA12,0,0,0,0,0
RP11-142E9.1,0.221279,2.24199,2.94519,0.20455,0.641449
RP11-616M22.11,0,0,0,0,0
RFC3,7.03211,28.7283,26.8012,8.20416,9.69624
FOXO1,5.71758,3.12295,5.07382,13.4075,7.22474
RIPPLY1,0.102449,0.0661049,0.044408,0,0.0476954
RP11-23N2.4,0.257405,0.262351,1.16e-169,0.39145,0.201839
RLIMP1,0,0,0,0,0
RP11-77K12.8,1.41e-48,4.83e-59,1.22e-165,3.11e-31,2.66e-94
UBE2D3P3,0,0.1314,0,0.290958,0
LINC00598,0.0372975,0.0854021,0,0.0129063,0.0710092
